Index,Type,Title,Director,Cast,Country,Release Date,Year,Rating,Duration,Genre,Description
960,Movie,Seven,Tosin Igho,"Efa Iwara, Richard Mofe-Damijo, Bimbo Manuel, Daddy Showkey, Patrick Diabuah, Uche Nwaefuna, Eriakha Edgar, Evaezi Ogoro, Sadiq Daba, Uzikwendu, Koffi tha guru, Orezi, Tomi Odunsi",nan,2021-04-30,2019.0,TV-14,113 min,"Dramas, International Movies","After his affluent father passes, a man must survive seven days in the Nigerian neighborhood of Ajegunle, where obstacles keep him from his inheritance."
961,Movie,The Disciple,Chaitanya Tamhane,"Aditya Modak, Arun Dravid, Sumitra Bhave, Deepika Bhide Bhagwat, Kiran Yadnyopavit, Abhishek Kale, Neela Khedkar, Makarand Mukund, Kristy Banerjee, Prasad Vanarse",India,2021-04-30,2021.0,TV-MA,128 min,"Dramas, Independent Movies, International Movies","Self-doubt, sacrifice and struggle converge into an existential crisis for a devoted classical vocalist as the mastery he strives for remains elusive."
962,TV Show,The Innocent,Oriol Paulo,"Mario Casas, Alexandra JimÃ©nez, Aura Garrido, JosÃ© Coronado, Juana Acosta, Susi SÃ¡nchez, Ana Wagener, Gonzalo de Castro, Martina GusmÃ¡n, Xavi SÃ¡ez, Miki EsparbÃ©, Anna AlarcÃ³n",nan,2021-04-30,2021.0,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","An accidental killing leads a man down a dark hole of intrigue and murder. Just as he finds love and freedom, one phone call brings back the nightmare."
963,Movie,The Mitchells vs. The Machines,"Mike Rianda, Jeff Rowe","Danny McBride, Abbi Jacobson, Maya Rudolph, Mike Rianda, Eric AndrÃ©, Olivia Colman, Fred Armisen, Beck Bennett, John Legend, Chrissy Teigen, Blake Griffin, Conan O'Brien, Charlyne Yi",nan,2021-04-30,2021.0,PG,114 min,"Children & Family Movies, Comedies",A robot apocalypse put the brakes on their cross-country road trip. Now itâ€™s up to the Mitchells â€” the worldâ€™s weirdest family â€” to save the human race.
964,Movie,The Strangers: Prey at Night,Johannes Roberts,"Bailee Madison, Martin Henderson, Emma Bellomy, Lea Enslin, Damian Maffei, Christina Hendricks, Lewis Pullman","United States, United Kingdom",2021-04-30,2018.0,R,85 min,Horror Movies,Home-invasion horror comes to the trailer park when a family arrives at a mobile home community to find nobody there but a trio of masked murderers.
965,TV Show,The Unremarkable Juanquini,nan,"Antonio Sanint, MarÃ­a Cecilia SÃ¡nchez, Mariana GÃ³mez, JuliÃ¡n Cerati, Julio CÃ©sar Herrera, Biassini Segura, Jacques Toukhmanian",nan,2021-04-30,2021.0,TV-MA,2 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies",An inept magician pulls off the trick of his life: accidentally disappearing a wanted criminal during a police raid. Now he's going to pay for that.
966,Movie,Things Heard & Seen,"Robert Pulcini, Shari Springer Berman","Amanda Seyfried, James Norton, Natalia Dyer, Alex Neustaedter, F. Murray Abraham, Rhea Seehorn, Michael O'Keefe, Karen Allen, Jack Gore, James Urbaniak, Ana Sophia Heger",nan,2021-04-29,2021.0,TV-MA,121 min,"Horror Movies, Thrillers",A young woman discovers that both her husband and their new home harbor sinister secrets after they leave Manhattan for small-town life.
967,TV Show,Yasuke,nan,"LaKeith Stanfield, Takehiro Hira, Maya Tanida, Ian Chen, Gwendoline Yeo, Ming-Na Wen, Noshir Dalal, Paul Nakauchi, Darren Criss, Dia Frampton, William Christopher Stephens, Julie Marcus, Greg Chun, Dan Donohue, Johnny Yong Bosch, Michael Sinterniklaas, Amy Hill, Emily Woo Zeller, Keone Young",nan,2021-04-29,2021.0,TV-MA,1 Season,"Anime Series, International TV Shows",A peaceful boatman once known as the Black Samurai is pulled back into conflict when he takes a little girl with mysterious powers under his wing.
968,Movie,Get the Grift,Pedro Antonio,"Marcus Majella, Samantha SchmÃ¼tz, Caito Mainier, Pedroca Monteiro, Thelmo Fernandes, Zeca Carvalho, Pablo Sanabio, Luan Caruzo",Brazil,2021-04-28,2021.0,TV-MA,95 min,"Comedies, International Movies","After a botched scam, ClÃ³vis bumps into Lohane, his estranged foster sister. In a bind, they soon realize the only way out is to band together."
969,TV Show,Headspace Guide to Sleep,nan,Evelyn Lewis Prieto,nan,2021-04-28,2021.0,TV-G,1 Season,"Docuseries, Science & Nature TV","Learn how to sleep better with Headspace. Each episode unpacks misconceptions, offers friendly tips and concludes with a guided wind-down."
970,TV Show,Sexify,nan,"Aleksandra Skraba, Maria SobociÅ„ska, Sandra Drzymalska, Piotr Pacek, Kamil Wodka, Jan Wieteska, Wojciech Solarz",Poland,2021-04-28,2021.0,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas","To build an innovative sex app and win a tech competition, a sexually inexperienced student and her friends must explore the daunting world of intimacy."
971,Movie,August: Osage County,John Wells,"Meryl Streep, Julia Roberts, Chris Cooper, Ewan McGregor, Margo Martindale, Sam Shepard, Dermot Mulroney, Julianne Nicholson, Juliette Lewis, Abigail Breslin, Benedict Cumberbatch, Misty Upham",United States,2021-04-27,2014.0,R,121 min,Dramas,"When their father disappears, three strong-willed women return to their childhood home and to their equally strong-willed mother."
972,Movie,Battle: Los Angeles,Jonathan Liebesman,"Aaron Eckhart, Michelle Rodriguez, Ramon Rodriguez, Bridget Moynahan, Ne-Yo, Michael PeÃ±a, Lucas Till, Cory Hardrict, Adetokumboh M'Cormack, Jim Parrack",United States,2021-04-27,2011.0,PG-13,116 min,"Action & Adventure, Sci-Fi & Fantasy","Led by their skillful staff sergeant, a platoon of gutsy Marines fights to protect all humankind from astonishingly powerful aliens."
973,Movie,Between Worlds,Maria Pulera,"Nicolas Cage, Franka Potente, Penelope Mitchell, Garrett Clayton, Lydia Hearst, Hopper Penn",Spain,2021-04-27,2018.0,R,91 min,Thrillers,"Grieving for his dead wife and daughter, a trucker plunges into a romance with a mother who needs his help. The dead, however, are far from gone."
974,TV Show,Fatma,nan,"Burcu Biricik, UÄŸur YÃ¼cel, Mehmet YÄ±lmaz Ak, Hazal TÃ¼resan, GÃ¼lÃ§in KÃ¼ltÃ¼r Åžahin, Olgun Toker, Ã‡aÄŸdaÅŸ Onur Ã–ztÃ¼rk, Åžehsuvar AktaÅŸ, Deniz Åžen HamzaoÄŸlu, Didem Ä°nselel",Turkey,2021-04-27,2021.0,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Thrillers","Reeling from tragedy, a nondescript house cleaner embarks on a murderous streak as she searches for her missing husband and reckons with old wounds."
975,Movie,One,Santhosh Viswanath,"Mammootty, Joju George, Murali Gopy, Mathew Thomas, Nimisha Sajayan, Salim Kumar, Gayathri Arun, Ishaani Krishna",India,2021-04-27,2020.0,TV-PG,149 min,"Dramas, International Movies",A formidable Kerala chief ministerâ€™s party loyalties and personal principles are tested when a damning social media post sparks a heated power struggle.
976,Movie,Ram Prasad Ki Tehrvi,Seema Pahwa,"Supriya Pathak, Parambrata Chatterjee, Konkona Sen Sharma, Vikrant Massey, Manoj Pahwa, Vinay Pathak, Ninad Kamat, Naseeruddin Shah",India,2021-04-24,2019.0,TV-14,113 min,"Dramas, Independent Movies, International Movies","Conflicts, complications and confrontations make for an emotional and eventful affair when a multigenerational family reunites in Lucknow."
977,Movie,Shadow and Bone - The Afterparty,nan,"David Spade, London Hughes, Fortune Feimster, Ben Barnes, Jessie Mei Li, Archie Renaux, Amita Suman, Freddy Carter, Kit Young",United States,2021-04-24,2021.0,TV-14,33 min,"Action & Adventure, Comedies, Dramas","Stars of Netflix's ""Shadow and Bone"" discuss the show's epic combat scenes, answer some fan questions and play an ""Army vs. Crows"" trivia game."
978,Movie,Among Family,Ozan AÃ§Ä±ktan,"Engin GÃ¼naydÄ±n, Demet Evgar, Erdal Ã–zyaÄŸcÄ±lar, Su Kutlu, Devrim Yakut, Fatih Artman, GÃ¼lse Birsel, Åževket Ã‡oruh, Derya KaradaÅŸ, Devin Ã–zgÃ¼r Ã‡Ä±nar",Turkey,2021-04-23,2017.0,TV-14,127 min,"Comedies, International Movies","Amid a marital crisis, Fikret befriends songstress Solmaz after a wacky encounter and must fill in as the father of her soon-to-wed daughter."
979,Movie,Dedemin Fisi,Meltem Bozoflu,"Onur Buldu, Alper Kul, Erdem Yener, Onur Atilla, Ã–zge Borak, DoÄŸa Rutkay, Meltem YÄ±lmazkaya, Ä°rem Sak",Turkey,2021-04-23,2016.0,TV-14,101 min,"Comedies, International Movies","When a brain-dead family patriarch is about to be taken off life support, his extended family gathers round and plots to see who'll get his money."
980,Movie,Deliha,Hakan AlgÃ¼l,"Gupse Ã–zay, BarÄ±ÅŸ ArduÃ§, Cihan Ercan",Turkey,2021-04-23,2014.0,TV-MA,102 min,"Comedies, International Movies, Romantic Movies","Short on sense but long on self-confidence, dotty Deliha sets her sights on a hunky photographer who opens up shop in her neighborhood."
981,Movie,DÃ¼ÄŸÃ¼n Dernek,"SelÃ§uk Aydemir, Birkan Pusa","Ahmet Kural, Murat Cemcir, Rasim Ã–ztekin, Devrim Yakut, BarÄ±ÅŸ YÄ±ldÄ±z, Ä°nan UlaÅŸ Torun, Zerrin SÃ¼mer, Åžinasi Yurtsever",Turkey,2021-04-23,2013.0,TV-MA,102 min,"Comedies, International Movies","On the first day of Ramadan, Ismail joins friends on a road trip to a mosque and encounters his son, who, to Ismail's chagrin, plans a hasty wedding."
982,Movie,DÃ¼gÃ¼n Dernek 2: SÃ¼nnet,SelÃ§uk Aydemir,"Ahmet Kural, Murat Cemcir, Rasim Ã–ztekin, Devrim Yakut, BarÄ±ÅŸ YÄ±ldÄ±z, Ä°nan UlaÅŸ Torun, Åžinasi Yurtsever, Erdal Tosun",Turkey,2021-04-23,2015.0,TV-MA,107 min,"Comedies, International Movies",Ismail and his old screwball crew land themselves in hot water when his grandson's circumcision evolves into a buzz-making citywide event.
983,Movie,G.O.R.A,Ã–mer Faruk Sorak,"Cem YÄ±lmaz, Rasim Ã–ztekin, Ã–zkan UÄŸur, Ä°dil FÄ±rat, Åžafak Sezer, Ã–zge Ã–zberk, Erdal Tosun, Cezmi BaskÄ±n, Ozan GÃ¼ven, Engin GÃ¼naydÄ±n",Turkey,2021-04-23,2004.0,TV-MA,123 min,"Action & Adventure, Comedies, International Movies","Carpet dealer and UFO photo forger Arif is abducted by aliens. On the planet Gora, he helps friends escape from a meteorite strike and find freedom."
984,Movie,Hayat Ã–pÃ¼cÃ¼gÃ¼,Åženol SÃ¶nmez,"Ali Sunal, Hatice Åžendil, Ayda Aksel, Ahmet SaraÃ§oÄŸlu, Janset, Zerrin SÃ¼mer, Somer Karvan, Ali Ã‡elik",Turkey,2021-04-23,2015.0,TV-14,98 min,"Comedies, Dramas, International Movies","High-strung Metin finally stops seeing doom and gloom around every corner when he meets vivacious Hayat, but she has her own soul-searching to do."
985,Movie,Heroes: Silence and Rock & Roll,Alexis Morante,"Enrique Bunbury, Juan Valdivia, JoaquÃ­n Cardiel, Pedro Andreu",Spain,2021-04-23,2021.0,TV-MA,95 min,"Documentaries, International Movies, Music & Musicals","An exploration of the rise of HÃ©roes del Silencio, the seminal 1980s Spanish rock band. Anchored by Enrique Bunbury, they focused on a harder sound."
986,Movie,Kara Bela,Burak Aksak,"Cengiz Bozkurt, Seda Bakan, Erkan KolÃ§ak KÃ¶stendil, Cihan Ercan, Berat Yenilmez, Ä°ÅŸtar GÃ¶kseven, Erdal Tosun, TarÄ±k ÃœnlÃ¼oÄŸlu",Turkey,2021-04-23,2015.0,TV-MA,101 min,"Comedies, International Movies",The uneventful life of middle-aged Kudret turns upside down when a road trip turns into a wild race for survival with killers in hot pursuit.
987,Movie,Kocan Kadar Konus,KÄ±vanÃ§ BaruÃ¶nÃ¼,"Ezgi Mola, Murat YÄ±ldÄ±rÄ±m, GÃ¼lenay Kalkan, Ebru CÃ¼ndÃ¼beyoÄŸlu, Eda Ece, BegÃ¼m Ã–ner, GÃ¼l ArÄ±cÄ±, Muhammet Uzuner",Turkey,2021-04-23,2015.0,TV-MA,104 min,"Comedies, International Movies, Romantic Movies",A 30-year-old who's never taken the traditional path to love is tutored by her friends and family before reconnecting with her high school crush.
988,Movie,Kocan Kadar Konus 2: Dirilis,KÄ±vanÃ§ BaruÃ¶nÃ¼,"Ezgi Mola, Murat YÄ±ldÄ±rÄ±m, GÃ¼lenay Kalkan, Nevra Serezli, Eda Ece",Turkey,2021-04-23,2016.0,TV-14,104 min,"Comedies, International Movies, Romantic Movies","Efsun has found Mr. Right in Sinan, and their relationship is taking a serious turn. But their eccentric families quickly complicate the romance."
989,Movie,Legal Hash,Rindala Kodeih,"Tony Issa, Rita Harb, Fadee Andrawos, Majed Geagea, Hagob De Jerejian, Adnan Dirani, Khitam el Leham, Joelle Frenn, Stephanie Salem, Mabelle Soueid, Joseph Abboud",nan,2021-04-23,2019.0,TV-MA,103 min,"Comedies, International Movies","After a failed heist leads to a stint behind bars, a group of men reenters society with a risky business plan that soon reveals their true colors."
990,TV Show,Let's Fight Ghost,Kongkiat Khomsiri,"Suppapong Udomkaewkanjana, Patchanan Jiajirachote, Thongpoom Siripipat, Apiwit Reardon, Kornrawich Sungkitbool, Waratthaya Wongchayaporn, Wannasak Sirilar",Thailand,2021-04-23,2021.0,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A med student with a supernatural gift tries to cash in on his abilities by facing off against ghosts, till a wandering spirit brings romance instead."
991,Movie,My Travel Buddy,Bedran GÃ¼zel,"OÄŸuzhan KoÃ§, Ä°brahim BÃ¼yÃ¼kak, Emre KÄ±nay, AslÄ± BekiroÄŸlu, Eda Ece, Bahar Åžahin, Muharrem Bayrak, Toygan AvanoÄŸlu",Turkey,2021-04-23,2017.0,TV-MA,111 min,"Comedies, International Movies","Days before Eid, a salesman fired from his job drives to AyvalÄ±k to meet his girlfriend's family, but the trip goes astray due to his zany travel buddy."
992,Movie,Niyazi GÃ¼l DÃ¶rtnala,Hakan AlgÃ¼l,"Ata Demirer, Demet AkbaÄŸ, Åžebnem Bozoklu, Levent Ãœlgen",Turkey,2021-04-23,2015.0,TV-MA,102 min,"Comedies, International Movies","Seeking the formula behind a magical elixir bequeathed to him by his father, a veterinary professor gets embroiled in a mobster's horse-racing scheme."
993,Movie,One Like It,Marwan Nabil,"Riham Abdel Ghafour, Mohammed Aly Rizk, Hazem Samir, Salwa Othman, Mahmoud Gharib",Egypt,2021-04-23,2020.0,TV-G,15 min,"Dramas, Independent Movies, International Movies",This short film follows a day in the life of a young woman in Egypt and how her interactions with others expose long-standing stereotypes and biases.
994,Movie,Perfume Imaginary Museum â€œTime Warpâ€,"MIKIKO, Daito Manabe",Perfume,nan,2021-04-23,2020.0,TV-G,54 min,"International Movies, Music & Musicals","This visually stunning special performance was the highlight of Perfumeâ€™s ""P.O.P"" Festival â€” the J-pop trioâ€™s 20th anniversary online celebration."
995,TV Show,Shadow and Bone,nan,"Jessie Mei Li, Archie Renaux, Ben Barnes, Freddy Carter, Amita Suman, Kit Young, Danielle Galligan, Calahan Skogman, Sujaya Dasgupta, Simon Sears, Daisy Head, ZoÃ« Wanamaker, Luke Pasqualino, Julian Kostov",United States,2021-04-23,2021.0,TV-14,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy",Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.
996,Movie,This Lady Called Life,Kayode Kasum,"Bisola Aiyeola, Efa Iwara, Molawa Onajobi, Tina Mba, Wale Ojo, Jemima Osunde, Lota Chukwu, Samuel Asa'ah, Michael Ejoor, Uche Elumelu",Nigeria,2021-04-23,2020.0,TV-14,120 min,"Dramas, International Movies, Romantic Movies","Abandoned by her family, young single mother Aiye struggles to survive but stays focused on her dream of becoming an elite chef."
997,Movie,Vizontele,"YÄ±lmaz ErdoÄŸan, Ã–mer Faruk Sorak","YÄ±lmaz ErdoÄŸan, Demet AkbaÄŸ, Altan Erkekli, Cem YÄ±lmaz, Cezmi BaskÄ±n, Bican GÃ¼nalan, Sebnem SÃ¶nmez, Ä°clal AydÄ±n, Mesut Ã‡akarli, Zeynep TokuÅŸ",Turkey,2021-04-23,2001.0,TV-MA,106 min,"Comedies, Dramas, International Movies","In 1974, a rural town in Anatolia gets its first television set â€“ an event that's met with both excitement and trepidation by the villagers."
998,Movie,HOMUNCULUS,Takashi Shimizu,"Go Ayano, Ryo Narita, Yukino Kishii, Anna Ishii, Seiyo Uchino",Japan,2021-04-22,2021.0,TV-MA,116 min,"Horror Movies, International Movies, Thrillers",Truth and illusion blurs when a homeless amnesiac awakens from an experimental medical procedure with the ability to see people's innermost traumas.
999,TV Show,Life in Color with David Attenborough,nan,David Attenborough,"Australia, United Kingdom",2021-04-22,2021.0,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows","Using innovative technology, this docuseries explores nature from a fresh perspective as animals use color to survive and thrive in the wild."
